Timestamp,Signal Strength (dBm),SNR,Call Duration (s),Environment,Attenuation,Distance to Tower (km),Tower ID,User ID,Call Type,Incoming/Outgoing
02-10-2024 12:36,-101.1608384,25.36936945,1016.412502,urban,8.517309247,8.162018502,3,75,data,incoming
02-11-2024 20:10,-88.904164,21.722731,848.7654222,home,6.688074527,0.044317581,2,22,data,outgoing
02-12-2024 16:57,-91.09920856,22.17097699,1586.338298,suburban,3.130207151,3.095128823,7,65,voice,incoming
2/13/2024 10:06,-95.38048884,28.4560549,1736.68298,urban,14.48191673,5.187183992,6,62,data,outgoing
2/14/2024 21:28,-100.4690925,10.68383661,444.9010396,urban,14.56390636,0.870091098,7,97,data,outgoing
2/15/2024 19:28,-81.37123922,16.84800596,233.7628172,suburban,7.771899148,5.083037619,8,44,voice,incoming
2/16/2024 21:47,-88.39374508,29.32576765,1029.850345,urban,6.44571196,9.574519723,10,59,data,outgoing
2/17/2024 23:26,-86.02447007,13.72168402,669.8673537,suburban,6.487383455,9.791714168,6,46,voice,outgoing
2/18/2024 14:00,-78.15098888,19.62137464,308.5179216,urban,11.06129801,1.526207246,9,5,voice,outgoing
2/19/2024 11:12,-85.22998593,18.63274416,1681.261383,urban,6.176070541,8.467018446,2,56,voice,incoming
2/20/2024 21:56,-66.34328631,18.7495037,1228.472169,suburban,6.658832833,2.418597919,5,70,voice,incoming
2/21/2024 11:57,-76.10217419,16.75399366,990.7643925,suburban,6.773553448,3.224843161,5,63,data,outgoing
2/22/2024 13:43,-78.31107502,11.64687083,238.0099776,suburban,3.168581721,3.046275171,9,68,voice,outgoing
2/23/2024 10:09,-61.20556653,11.9730815,1355.851103,open,1.162450574,6.817464582,5,61,data,outgoing
2/24/2024 19:12,-98.42455882,24.7714156,438.6768292,suburban,3.205934018,0.926830201,4,71,voice,outgoing
2/25/2024 22:51,-102.3283031,27.26835027,1229.173545,urban,10.64694076,8.123781805,7,93,data,outgoing
2/26/2024 10:27,-59.47451787,21.86211459,17.52207821,open,0.251384043,3.513287481,7,93,voice,incoming
2/27/2024 14:36,-98.84920512,29.0091571,325.55996,home,6.8466136,5.588783506,10,68,data,outgoing
2/28/2024 14:45,-104.7761317,25.81919577,701.4510881,suburban,5.719200099,8.589909212,5,28,data,incoming
03-01-2024 16:31,-60.80616562,10.91532484,347.1685769,home,9.509996787,1.175756686,5,89,data,incoming
03-02-2024 18:03,-88.72215862,17.9538745,1776.09492,urban,9.030005546,9.595301623,7,55,data,outgoing
03-03-2024 19:23,-83.72723167,21.07856998,661.5770813,suburban,5.35080855,6.405568605,8,13,data,outgoing
03-04-2024 15:54,-62.0205042,10.82324971,707.1805573,home,7.079709015,4.655729757,10,86,voice,incoming
03-05-2024 21:44,-88.87930343,17.58120893,692.2387318,suburban,7.87056875,8.624397571,6,85,data,outgoing
03-06-2024 11:38,-69.03867508,16.58684838,1059.897919,suburban,4.623126026,4.531494189,6,75,voice,incoming
03-07-2024 10:32,-92.96402742,20.32704727,502.6969033,home,2.13553302,4.246136911,6,79,voice,incoming
03-08-2024 14:33,-100.5776189,19.54717409,535.9916431,urban,7.898650166,4.027841793,5,35,voice,incoming
03-09-2024 21:22,-99.29704167,14.37814684,685.4682573,open,0.117904033,1.980425946,4,55,data,incoming
03-10-2024 23:17,-97.26072599,11.6883322,1116.743074,suburban,3.955384952,8.43896205,1,42,voice,outgoing
03-11-2024 15:25,-93.00180868,22.0127235,1105.418463,home,3.518006304,7.827526353,7,2,data,incoming
03-12-2024 19:17,-69.38773602,23.00191406,257.133471,open,4.605707063,0.48514003,6,54,data,incoming
3/13/2024 22:04,-82.62276203,19.86686623,1142.417068,suburban,3.978463038,6.958826114,2,62,voice,incoming
3/14/2024 18:43,-91.53953879,23.82853698,940.724934,open,0.871064884,0.026374591,4,72,data,incoming
3/15/2024 11:08,-88.64095395,17.01346362,655.338548,urban,13.73557832,1.046168509,8,78,data,outgoing
3/16/2024 10:37,-92.45749868,12.67122615,892.022076,urban,11.19310242,8.837936618,2,98,data,incoming
3/17/2024 14:08,-71.92983501,21.46682308,1517.570776,home,0.070388393,7.185333718,8,78,data,outgoing
3/18/2024 9:54,-86.53983173,17.69269336,557.1763118,home,5.423128972,3.760974942,3,81,data,incoming
3/19/2024 20:52,-107.7573002,21.38041404,1763.065692,urban,10.67957395,6.081070853,3,28,data,incoming
3/20/2024 21:47,-97.61922845,19.19216626,465.3072333,home,4.43411093,4.674654526,6,64,voice,incoming
3/21/2024 11:46,-104.1384855,21.40428258,1297.604011,suburban,7.135752811,6.673711262,6,36,voice,incoming
3/22/2024 23:04,-81.37454739,19.58432838,1164.21324,home,1.74339214,8.078340299,2,28,voice,incoming
3/23/2024 9:22,-65.73358429,22.82693588,1289.076195,open,4.348578752,4.288155972,7,3,data,outgoing
3/24/2024 16:10,-81.3398539,24.59211264,337.7853641,urban,9.531211071,3.476847809,5,65,voice,incoming
3/25/2024 10:23,-82.63143613,22.51461127,285.4059359,home,0.502062152,4.807963676,5,74,data,outgoing
3/26/2024 19:45,-74.7921804,21.82001397,1610.636036,home,9.205187734,0.833339386,2,24,data,outgoing
3/27/2024 18:13,-82.60121772,11.85134495,262.6355054,open,1.673835897,3.05544066,2,2,data,outgoing
3/28/2024 13:34,-93.13390122,15.94990032,165.7109092,urban,8.326742859,6.519061927,8,31,voice,outgoing
3/29/2024 16:37,-76.37347334,21.77718752,40.09367553,open,4.44686864,5.984445841,8,89,data,outgoing
3/30/2024 12:43,-61.2253173,20.90203083,556.7830536,home,7.15636828,0.528186914,10,57,voice,outgoing
3/31/2024 11:58,-99.34162562,14.18213255,707.8186081,open,3.589069478,8.504211684,7,50,voice,outgoing
04-01-2024 09:33,-101.8154386,12.33178509,110.1571209,suburban,2.38741268,7.610941938,10,78,data,outgoing
04-02-2024 19:03,-60.5730401,21.74116935,822.9545984,home,8.025506365,2.440014738,3,81,voice,outgoing
04-03-2024 10:49,-89.36898241,25.99993551,854.2809878,home,6.673576641,7.130467005,5,51,data,outgoing
04-04-2024 18:47,-101.7384172,29.41341797,1193.305519,urban,5.333481338,5.665637887,4,14,voice,outgoing
04-05-2024 14:59,-98.87749054,28.21214229,235.8393709,home,5.47806822,0.429048293,10,7,voice,outgoing
04-06-2024 22:28,-101.6580537,25.82563212,364.1834153,suburban,2.004266469,5.576214264,2,37,voice,incoming
04-07-2024 15:49,-73.2751662,25.70085332,1554.70491,home,3.901587917,4.863201029,3,40,data,incoming
04-08-2024 22:25,-96.8278365,26.60063645,724.9500148,suburban,3.106440349,8.901231132,2,92,data,outgoing
04-09-2024 14:38,-77.52882026,24.40024167,1136.86287,urban,7.14124504,2.14836776,2,24,data,outgoing
04-10-2024 14:19,-60.73613826,14.32144958,478.2679763,open,4.672935198,1.425176078,9,86,data,incoming
04-11-2024 10:28,-98.04337847,19.3917002,1128.475908,suburban,3.600125331,3.700229494,9,35,voice,incoming
04-12-2024 12:03,-95.64511149,13.44688487,241.0887702,open,1.662776204,8.353252134,10,45,voice,incoming
4/13/2024 17:27,-84.29650984,27.07446075,362.1001927,urban,6.452742865,5.903976812,5,23,data,outgoing
4/14/2024 20:04,-64.03380479,22.90643086,1259.91005,home,0.306717414,3.620939071,2,88,data,outgoing
4/15/2024 9:17,-98.74020628,14.70037935,608.4925536,open,0.277371576,5.444583568,4,65,data,outgoing
4/16/2024 10:00,-57.99154817,13.97489993,1639.768668,open,3.122959766,6.749966569,3,1,data,incoming
4/17/2024 23:11,-76.73659286,23.14461986,919.4334142,suburban,6.750954329,8.755713858,5,99,data,incoming
4/18/2024 20:03,-69.65237665,27.34770743,1759.83457,home,6.482540665,2.954534952,7,38,data,incoming
4/19/2024 19:39,-111.5690188,16.55645523,522.4017321,open,3.13137256,0.516071805,5,10,voice,incoming
4/20/2024 18:25,-79.68016596,28.09154775,793.4989181,suburban,6.687548559,4.574777466,3,69,voice,incoming
4/21/2024 15:29,-81.44884488,12.67307675,171.4627702,urban,13.40337395,4.397578491,3,73,data,outgoing
4/22/2024 19:35,-79.99589216,13.47509069,235.9812677,suburban,3.43941303,3.645117106,2,66,voice,outgoing
4/23/2024 17:32,-78.78338338,11.65099535,198.6177167,home,6.216301929,3.469768884,7,36,voice,outgoing
4/24/2024 18:43,-97.39547905,16.91202904,385.996242,home,1.939384781,9.344055738,9,53,voice,incoming
4/25/2024 22:29,-105.7622342,15.02185815,1153.800649,urban,8.155977066,9.745104456,6,52,data,incoming
4/26/2024 9:55,-90.74282174,23.34280758,494.1241004,urban,12.67194261,1.935766734,6,5,voice,incoming
4/27/2024 17:53,-76.06952864,23.16762764,975.8359952,home,0.495003671,0.800555857,7,52,data,incoming
4/28/2024 16:56,-72.65667709,29.96321345,1137.433993,urban,9.835978504,7.742375468,4,75,data,outgoing
4/29/2024 15:28,-84.23027629,16.96964246,689.4264696,open,1.147856181,8.725389858,6,53,data,incoming
4/30/2024 19:45,-86.95392354,18.93112877,1444.956558,open,3.146960573,0.423349994,3,66,voice,incoming
05-01-2024 16:32,-60.8124417,21.23717543,540.3969999,open,1.139190596,9.978742776,1,13,voice,incoming
05-02-2024 20:30,-88.38204558,13.38695277,157.1000554,urban,6.766254548,2.707697817,8,95,data,incoming
05-03-2024 16:51,-97.71157968,16.96432377,936.2662122,open,1.491715371,7.01842141,6,67,voice,outgoing
05-04-2024 18:02,-68.1619813,11.65521357,1654.449673,home,5.923418068,8.106906752,4,35,voice,outgoing
05-05-2024 19:26,-70.47332629,27.13190866,360.0775734,urban,5.669865413,8.191236035,1,30,data,incoming
05-06-2024 18:44,-81.20206985,26.70128689,1655.216812,open,3.633464395,4.778108941,1,14,voice,outgoing
05-07-2024 20:34,-66.71057727,28.4120574,949.123833,suburban,7.267836174,5.045920045,4,95,data,incoming
05-08-2024 13:57,-75.5377333,27.7328654,199.3226992,home,9.955632269,4.30575839,2,63,data,incoming
05-09-2024 22:10,-93.6592221,18.32076684,565.7387363,suburban,4.962832511,0.752881378,7,4,data,incoming
05-10-2024 22:38,-66.37756197,11.73430703,569.6437858,open,1.262500571,1.513172183,1,90,voice,outgoing
05-11-2024 19:40,-115.2590443,18.88496359,1406.433208,open,4.305183983,9.605760051,1,97,data,outgoing
05-12-2024 23:00,-69.46550167,12.3302098,395.41532,suburban,7.065991871,5.084549035,1,44,data,outgoing
5/13/2024 19:16,-75.01558487,12.71341549,1617.823049,urban,6.128311657,9.150034146,7,6,voice,incoming
5/14/2024 14:17,-76.88160435,28.30605405,1558.656032,suburban,3.062224056,0.130565954,4,99,voice,incoming
5/15/2024 16:44,-97.97445887,27.08282188,1732.067768,open,2.965235054,3.121938027,7,91,voice,incoming
5/16/2024 10:37,-97.18774019,18.97105473,221.7966984,urban,13.64079505,7.639943649,9,34,voice,incoming
5/17/2024 20:45,-98.80624611,11.08907113,690.5192855,urban,11.53457019,9.869545953,2,87,voice,incoming
5/18/2024 16:57,-108.9544013,22.06184731,201.0448182,urban,13.61690315,7.469346055,2,83,data,incoming
5/19/2024 23:23,-87.25170385,20.67511319,1715.322783,urban,12.4047083,7.812052071,9,81,voice,incoming
5/20/2024 19:48,-81.52732924,27.25012834,1633.67795,home,7.904495908,5.479388142,7,47,data,incoming
5/21/2024 9:15,-90.1791479,13.57431025,1697.979539,urban,13.46924978,8.669606,8,78,voice,incoming
5/22/2024 15:42,-100.4558258,13.8999588,1435.555062,suburban,7.24844037,7.151927709,1,96,voice,outgoing
5/23/2024 20:18,-50.9337543,22.77754835,360.218316,open,3.720427667,3.462686264,6,18,voice,incoming
5/24/2024 13:37,-74.34120379,15.16556387,1792.257686,open,2.204060221,9.318956868,7,69,data,incoming
5/25/2024 18:46,-74.13039017,21.03295571,1533.542332,home,7.331055582,8.521278384,6,81,data,outgoing
5/26/2024 17:40,-90.04954695,21.83069914,165.95351,suburban,6.88626056,1.368024686,10,10,voice,outgoing
5/27/2024 19:05,-75.5064639,28.20097018,1639.983681,urban,7.558397378,0.701950524,7,82,data,outgoing
5/28/2024 21:19,-83.56263178,26.34258514,926.5412444,home,9.984866426,0.670548082,2,79,data,outgoing
5/29/2024 23:08,-64.82829278,11.67581472,400.4795778,open,1.621028422,0.214151275,9,62,voice,incoming
5/30/2024 23:10,-73.03805236,21.00735314,1459.955373,home,8.928051038,5.158603338,9,67,data,incoming
5/31/2024 23:34,-90.1133173,21.24147986,928.6279676,suburban,2.51442954,7.533771131,8,70,data,outgoing
06-01-2024 10:51,-91.62268866,15.31713845,1787.067972,suburban,6.672030416,2.92342766,7,94,data,outgoing
06-02-2024 10:00,-74.50245908,26.87310871,787.1409963,home,6.260734854,0.404121584,2,50,voice,incoming
06-03-2024 14:09,-63.69718882,13.36240292,1022.973853,home,0.898070588,7.847777451,6,11,voice,incoming
06-04-2024 10:58,-70.7717977,12.69320604,1534.844026,home,7.360354611,4.652416919,3,24,data,outgoing
06-05-2024 14:04,-86.18588951,17.37219397,1499.441083,home,8.821814727,3.909720828,3,77,voice,outgoing
06-06-2024 16:13,-89.73438196,10.98148658,972.0957219,urban,13.01209083,3.175432659,6,28,data,incoming
06-07-2024 11:16,-85.26538811,23.13246889,957.0676756,home,9.209446743,1.114773807,10,28,voice,outgoing
06-08-2024 18:56,-64.86466694,21.87837292,1492.963807,open,2.26688982,8.596530932,6,81,data,incoming
06-09-2024 10:33,-92.31069011,27.59748726,1056.908106,suburban,7.470189781,8.787166403,10,50,voice,incoming
06-10-2024 15:13,-76.88270341,27.80497106,369.6382466,home,3.293392026,9.67301948,1,30,data,outgoing
06-11-2024 23:39,-103.1232272,17.33199577,47.51958118,urban,9.079620357,0.120768366,4,95,voice,outgoing
06-12-2024 10:05,-87.33928525,12.08715748,1738.380128,open,3.777709696,0.703876904,8,83,voice,incoming
6/13/2024 20:13,-101.002101,27.70276379,1625.436914,suburban,3.229290141,8.950917132,7,38,voice,outgoing
6/14/2024 11:36,-83.02304709,21.00008499,559.3409403,urban,12.50461269,7.268370143,9,43,data,outgoing
6/15/2024 18:37,-95.48883435,22.87342941,1016.570854,home,5.944121108,4.824501363,9,27,voice,incoming
6/16/2024 21:22,-102.9320042,27.51338873,231.7776661,suburban,5.779057979,4.542857763,5,77,data,incoming
6/17/2024 11:42,-82.71881047,10.29691075,1117.031857,suburban,6.258502651,4.362613702,8,86,data,incoming
6/18/2024 14:24,-95.22927875,24.16119316,1424.990173,home,5.962228951,4.049953857,1,76,voice,incoming
6/19/2024 17:46,-82.00576549,19.64967464,418.2673958,home,2.458610218,7.013327835,10,69,voice,incoming
6/20/2024 22:37,-107.4574089,11.35430191,176.8800238,open,2.098676939,3.326426685,8,2,data,incoming
6/21/2024 17:12,-92.63287329,17.64234525,1500.458016,urban,11.04574412,7.240296888,8,86,voice,outgoing
6/22/2024 20:40,-74.73926818,18.33632208,1585.628234,home,9.973612135,5.692739214,3,46,voice,outgoing
6/23/2024 12:49,-92.73100005,13.79357982,172.8872753,suburban,7.07374884,6.022468334,9,86,voice,outgoing
6/24/2024 15:13,-88.82249634,23.22883144,1633.928774,suburban,5.997567312,8.921705053,4,30,data,incoming
6/25/2024 20:45,-78.11860534,13.88696056,370.8930542,open,2.446155989,2.037063281,6,70,data,incoming
6/26/2024 14:31,-77.91261035,14.80592855,580.5495417,open,0.6926599,6.212882841,8,10,voice,incoming
6/27/2024 21:16,-100.3214393,24.09138982,710.8625699,urban,14.85373668,5.336569997,1,2,data,incoming
6/28/2024 11:57,-70.5482247,13.31853396,924.9633198,suburban,3.193840113,1.414594138,7,4,data,incoming
6/29/2024 14:25,-90.77566857,11.83870333,1044.114421,suburban,2.748805607,9.38258408,9,68,data,outgoing
6/30/2024 15:21,-69.55083124,17.94858663,1400.629638,open,1.822766042,8.812167178,1,70,data,outgoing
07-01-2024 10:39,-112.2603338,18.39157686,58.14800963,open,2.302857382,2.694367656,9,73,voice,incoming
07-02-2024 11:32,-63.07402237,20.47723882,918.4466864,home,9.528915938,0.593415477,8,61,voice,incoming
07-03-2024 14:37,-87.50678182,20.83630616,1417.372128,urban,6.494701246,1.838340544,2,16,voice,incoming
07-04-2024 15:33,-79.16485876,25.83842051,920.1321485,urban,8.676516608,9.592617646,4,39,voice,incoming
07-05-2024 18:17,-64.7996532,14.57468265,1081.466271,home,8.780109212,7.273194698,7,44,data,outgoing
07-06-2024 13:05,-69.80532743,23.76578052,1716.697152,home,8.319667368,9.516589781,5,45,data,outgoing
07-07-2024 15:37,-105.4334702,26.1903263,1363.209216,open,4.49552001,8.012948347,6,15,voice,outgoing
07-08-2024 22:23,-104.9238502,14.28391047,315.768665,suburban,4.724152827,5.957713107,4,71,voice,outgoing
07-09-2024 14:19,-89.97407264,14.33173505,77.85418039,urban,14.21878554,1.020312859,3,66,voice,incoming
07-10-2024 13:53,-80.83713186,20.74982849,933.3333621,urban,12.06040532,1.244671764,3,99,voice,outgoing
07-11-2024 14:23,-76.56088067,25.32059292,1007.633005,open,3.121300707,0.625840349,8,99,data,incoming
07-12-2024 09:37,-82.63917528,11.20992186,1770.086274,suburban,5.254656528,9.929279969,8,6,voice,outgoing
7/13/2024 18:29,-111.4033566,15.53271694,773.1228067,open,0.41627629,1.395226201,3,48,data,incoming
7/14/2024 21:45,-82.55775785,27.99341934,1459.112712,suburban,2.31087057,8.181234473,3,31,data,incoming
7/15/2024 11:50,-66.43474806,14.69563496,809.4299717,open,3.384749728,9.654807335,8,84,voice,outgoing
7/16/2024 9:14,-86.53859721,19.29649267,1632.265576,home,1.304728564,7.042831675,2,27,voice,incoming
7/17/2024 16:06,-75.01241958,29.40567913,1767.724734,home,0.55047565,1.739260983,1,20,voice,incoming
7/18/2024 15:59,-75.37228051,21.33051852,372.1621913,urban,7.941324898,2.141995611,5,73,data,incoming
7/19/2024 13:38,-66.30505015,11.40228889,1460.359573,open,4.542551559,4.240618152,7,37,data,outgoing
7/20/2024 9:18,-116.2492355,10.51171206,629.8541708,open,3.311047039,1.475848823,10,22,voice,incoming
7/21/2024 12:13,-95.8064169,17.81960336,1557.361562,suburban,5.688841486,2.526475659,10,99,voice,outgoing
7/22/2024 12:06,-76.48317033,17.21118629,598.6958511,open,2.478849205,1.576844731,3,84,voice,incoming
7/23/2024 18:42,-72.14648706,12.08297127,1144.831783,home,5.696442999,5.205083029,5,61,voice,incoming
7/24/2024 20:40,-92.90511431,22.76586097,1344.11086,suburban,5.386718071,9.186477417,9,36,voice,incoming
7/25/2024 23:05,-87.86635642,11.06289372,649.8133458,open,4.744233424,8.159400009,3,21,data,incoming
7/26/2024 13:39,-101.079217,17.88341092,1581.486159,urban,10.5063947,2.620085764,2,95,data,incoming
7/27/2024 12:28,-78.47897938,13.2909312,759.0923339,suburban,3.974016041,8.126929728,10,58,data,incoming
7/28/2024 9:37,-84.40331505,21.3838659,249.8271499,home,3.354999965,5.29241653,5,85,data,outgoing
7/29/2024 12:33,-104.1573701,21.39974061,1566.823705,urban,10.24115642,3.509146284,2,59,data,outgoing
7/30/2024 9:26,-85.55864213,14.36931172,818.9787741,home,6.955263641,4.822431928,10,17,data,incoming
7/31/2024 22:25,-106.5374528,23.88303434,1387.190226,urban,5.508353286,0.8300857,9,36,voice,outgoing
08-01-2024 19:01,-95.92937161,13.27193918,233.007992,urban,5.75214592,6.437666986,7,26,data,outgoing
08-02-2024 15:44,-79.24996715,14.58470006,1101.816532,suburban,4.26817353,8.214768623,3,49,voice,outgoing
08-03-2024 18:29,-81.72528755,25.55809306,115.7454659,open,1.583339132,6.24128477,2,83,voice,outgoing
08-04-2024 21:33,-68.58358643,26.75649287,1757.57693,home,8.127687939,1.698138796,6,86,voice,incoming
08-05-2024 21:45,-74.01277987,26.56325258,1258.852242,home,4.626170998,3.331106208,4,2,voice,outgoing
08-06-2024 14:09,-79.02385991,19.39478092,1208.507221,home,7.928850902,2.915890179,5,13,voice,outgoing
08-07-2024 19:30,-107.3113112,11.48345736,303.110973,urban,8.489597831,9.457663692,2,2,voice,outgoing
08-08-2024 18:54,-90.5622196,17.96854396,53.93874312,urban,6.969977491,6.814973302,2,26,data,outgoing
08-09-2024 09:29,-64.00982811,19.92296489,1025.118519,open,2.591086871,7.763335422,9,52,data,incoming
08-10-2024 20:46,-80.99582809,16.25630671,55.89383532,home,1.796457722,7.45444501,4,95,voice,outgoing
08-11-2024 23:23,-81.56832451,12.06393725,569.9423712,suburban,5.289343091,3.765716572,7,58,data,incoming
08-12-2024 12:27,-93.75182462,14.67409298,25.85117156,open,1.607214639,0.534864851,5,38,voice,incoming
8/13/2024 14:43,-90.74506056,23.77747453,1090.853033,open,0.352763013,6.016210604,5,80,voice,incoming
8/14/2024 15:35,-80.81755177,16.8477262,1411.12998,urban,6.04277069,3.14956813,6,34,voice,outgoing
8/15/2024 18:26,-58.69605047,18.50464588,418.7312098,open,2.700075442,8.910787971,10,89,data,outgoing
8/16/2024 15:47,-82.06004121,15.35897776,334.5632829,open,0.992017619,0.242291966,2,50,voice,outgoing
8/17/2024 20:33,-73.96496984,17.58115767,11.52090361,open,0.362559995,6.726174476,3,34,voice,outgoing
8/18/2024 11:57,-85.56423008,15.43316328,1129.145031,urban,6.048844451,6.475987918,1,38,data,outgoing
8/19/2024 12:10,-60.43936401,12.10277514,1272.937866,home,6.717000977,9.601418914,3,80,data,incoming
8/20/2024 13:49,-65.04983017,27.47688815,1592.329563,suburban,6.176413468,5.608204972,7,61,data,incoming
8/21/2024 19:26,-70.82607148,15.81817495,384.9678282,suburban,4.336297413,8.020144332,10,70,data,incoming
8/22/2024 12:05,-84.21763288,21.24955217,889.0986643,home,5.077168951,5.207439514,4,70,data,outgoing
8/23/2024 21:21,-81.84437091,13.86764065,188.0256552,home,1.950175153,8.608112461,5,35,voice,outgoing
8/24/2024 18:17,-101.9804525,19.0034841,265.1133387,urban,9.930866065,4.655619706,9,19,data,incoming
8/25/2024 10:26,-113.1735516,24.70531118,1479.914736,open,0.340996714,8.039306621,9,73,data,outgoing
8/26/2024 20:09,-53.45484803,23.42324862,1151.821354,open,2.167379507,9.030613126,3,24,data,incoming
8/27/2024 23:32,-96.92116754,18.30482282,447.3878235,suburban,6.741978101,3.90007359,4,55,data,outgoing
8/28/2024 14:14,-75.03189286,24.74416111,1615.490913,open,1.906497561,1.015723915,3,51,voice,outgoing
8/29/2024 13:23,-51.96755394,16.91517259,1013.283515,open,2.606423687,6.973527284,3,6,data,incoming
8/30/2024 14:26,-91.84574392,20.54064329,115.8579189,open,2.810747436,2.372858035,7,6,data,outgoing
8/31/2024 10:32,-98.22994572,14.0839173,484.0511997,open,3.835179023,2.466334748,1,65,data,outgoing
09-01-2024 12:27,-97.37602043,18.31159569,1398.530295,urban,5.144741524,2.014219478,7,78,data,incoming
09-02-2024 12:31,-86.45365749,10.49499043,695.3596467,urban,13.32854341,9.614238497,5,53,voice,incoming
09-03-2024 10:07,-85.13610474,13.4135778,978.849877,urban,5.573076427,7.932575314,5,53,data,incoming
09-04-2024 18:39,-98.39753563,28.51091623,433.2522019,suburban,2.880221159,3.464091775,10,63,data,incoming
09-05-2024 23:30,-73.19970964,28.567207,56.0678449,home,1.167813999,4.049171288,10,77,data,incoming
09-06-2024 19:30,-94.15625263,16.71730246,1018.509375,suburban,6.222482198,8.688332505,4,13,voice,incoming
09-07-2024 22:30,-75.52828053,16.09152862,1692.646798,urban,7.834900975,5.453067703,6,55,data,incoming
09-08-2024 19:12,-92.04371273,21.85294461,1063.976956,suburban,4.348428364,2.828868182,4,78,data,outgoing
